"Category of Data","Table","Column","ct_name","code_iaids","meaning","Data Type eADMS","Length eADMS","short_desc","Question_Def","Code meaning","typeofchange","Change_notes"
"eADMS Data","aircraft","far_part","ct_fars","PUBL","Public Use - Local","char",4,0000000000000000e+00,"Federal Aviation Reg. Part","The applicable regulation part (14 CFR) or authority the aircraft was operating under at the time of the accident.","Refers to Public Use operations conducted under the authority of the local government entities. \"Public Use\" refers to certain government aircraft operations, including law-enforcement, low-level observation, aerial application, firefighting, search and r","ChoiceAdd","New - With the implementation of eADMS in 2006, these variables were added to specify the type of Public Use operation the accident aircraft was involved engaged in at the time of the accident. The change in reporting of this variable corresponds to a cha"
"eADMS Data","aircraft","far_part","ct_fars","PUBS","Public Use - State","char",4,0000000000000000e+00,"Federal Aviation Reg. Part","The applicable regulation part (14 CFR) or authority the aircraft was operating under at the time of the accident.","Refers to Public Use operations conducted under the authority of the state government agencies. \"Public Use\" refers to certain government aircraft operations, including law-enforcement, low-level observation, aerial application, firefighting, search and r","ChoiceAdd","New - With the implementation of eADMS in 2006, these variables were added to specify the type of Public Use operation the accident aircraft was involved engaged in at the time of the accident. The change in reporting of this variable corresponds to a cha"
"eADMS Data","aircraft","far_part","ct_fars","PUBU","Public Use","char",4,0000000000000000e+00,"Federal Aviation Reg. Part","The applicable regulation part (14 CFR) or authority the aircraft was operating under at the time of the accident.",,,
"eADMS Data","aircraft","far_part","ct_fars","UNK","Unknown","char",4,0000000000000000e+00,"Federal Aviation Reg. Part","The applicable regulation part (14 CFR) or authority the aircraft was operating under at the time of the accident.",,,
"eADMS Data","aircraft","fc_seats","ct_fc_seats",,"Flight Crew Seats","int",,,"Refers to the number of aircraft seats by type.",,"FieldNew","New - With the implementation of eADMS in 2006 this field/variable will be added to provide additional detail. Previously coded accidents will not be recoded to reflect this change."
"eADMS Data","aircraft","fixed_retractable",,"RETR","Retractable","char",4,0000000000000000e+00,"Fixed gear or retractable gear.","Indicate whether the accident aircraft had either fixed or retractable landing gear.",,,
"eADMS Data","aircraft","flight_plan_activated",,"N","No","char",1,0000000000000000e+00,"Flight plan was activated","If an ATC flight plan was filed for the accident flight, indicate whether that flight plan was activated. A previously filed flight plan is activated or opened through radio contact with a Flight Service station once the flight is airborne.",,,
"eADMS Data","aircraft","flight_plan_activated",,"Y","Yes","char",1,0000000000000000e+00,"Flight plan was activated","If an ATC flight plan was filed for the accident flight, indicate whether that flight plan was activated. A previously filed flight plan is activated or opened through radio contact with a Flight Service station once the flight is airborne.",,,
"eADMS Data","aircraft","flt_plan_filed","ct_flt_plan_filed","CVFR","Company VFR","char",4,0000000000000000e+00,"Type of Flight Plan filed","The type of ATC flight plan filed for the accident flight. This includes plans filed before departure, plans filed enroute, company flight plans, and scheduled routing plans.",,,
"eADMS Data","aircraft","flt_plan_filed","ct_flt_plan_filed","DFR","Defense VFR","char",4,0000000000000000e+00,"Type of Flight Plan filed","The type of ATC flight plan filed for the accident flight. This includes plans filed before departure, plans filed enroute, company flight plans, and scheduled routing plans.",,,
"eADMS Data","aircraft","flt_plan_filed","ct_flt_plan_filed","IFR","IFR","char",4,0000000000000000e+00,"Type of Flight Plan filed","The type of ATC flight plan filed for the accident flight. This includes plans filed before departure, plans filed enroute, company flight plans, and scheduled routing plans.",,,
"eADMS Data","aircraft","flt_plan_filed","ct_flt_plan_filed","MVFR","Military VFR","char",4,0000000000000000e+00,"Type of Flight Plan filed","The type of ATC flight plan filed for the accident flight. This includes plans filed before departure, plans filed enroute, company flight plans, and scheduled routing plans.",,,
"eADMS Data","aircraft","flt_plan_filed","ct_flt_plan_filed","NONE","None","char",4,0000000000000000e+00,"Type of Flight Plan filed","The type of ATC flight plan filed for the accident flight. This includes plans filed before departure, plans filed enroute, company flight plans, and scheduled routing plans.",,,
"eADMS Data","aircraft","flt_plan_filed","ct_flt_plan_filed","SVFR","Special VFR","char",4,0000000000000000e+00,"Type of Flight Plan filed","The type of ATC flight plan filed for the accident flight. This includes plans filed before departure, plans filed enroute, company flight plans, and scheduled routing plans.",,,
"eADMS Data","aircraft","flt_plan_filed","ct_flt_plan_filed","UNK","Unknown","char",4,0000000000000000e+00,"Type of Flight Plan filed","The type of ATC flight plan filed for the accident flight. This includes plans filed before departure, plans filed enroute, company flight plans, and scheduled routing plans.",,,
"eADMS Data","aircraft","flt_plan_filed","ct_flt_plan_filed","VFF","Visual Flight - Following","char",4,0000000000000000e+00,"Type of Flight Plan filed","The type of ATC flight plan filed for the accident flight. This includes plans filed before departure, plans filed enroute, company flight plans, and scheduled routing plans.",,,
"eADMS Data","aircraft","flt_plan_filed","ct_flt_plan_filed","VFIF","VFR/IFR","char",4,0000000000000000e+00,"Type of Flight Plan filed","The type of ATC flight plan filed for the accident flight. This includes plans filed before departure, plans filed enroute, company flight plans, and scheduled routing plans.",,,
"eADMS Data","aircraft","flt_plan_filed","ct_flt_plan_filed","VFR","VFR","char",4,0000000000000000e+00,"Type of Flight Plan filed","The type of ATC flight plan filed for the accident flight. This includes plans filed before departure, plans filed enroute, company flight plans, and scheduled routing plans.",,,
"eADMS Data","aircraft","med_type_flight","ct_air_med","ORGT","Organ Transport","varchar",1,5000000000000000e+01,"Medical Flight","If the involved aircraft was operating as a medical flight, indicate the type of medical service it was providing.",,,
"eADMS Data","aircraft","ntsb_no",,,,"varchar",1,1000000000000000e+01,"NTSB Number","Each accident/incident is assigned a unique case number by the NTSB. This number is used as a reference in all documents referring to the event. The first 3 characters are a letter abbreviation of the NTSB office that filed the report. The next 2 numbers represent the fiscal year in which the accident occurred. The next letter indicates the type of investigation; for example M is major, F is regional, I is incident only, L is limited, G is government agency. The next letter is the transportation mode, A is for aviation. The last numbers are a sequential numbering of investigations for each mode within each office for a fiscal year. The first investigation of each year is assigned 001. In the case of an accident involving more than one aircraft, an additional letter suffix (A/B) is added to identify the record for each aircraft.",,,
"eADMS Data","aircraft","num_eng",,,,"tinyint",,"Number of Engines","The total number of engines on the accident aircraft.",,,
"eADMS Data","aircraft","oper_addr_same",,"N","No","char",1,0000000000000000e+00,"Operator Address Same as Owner","Indicate whether the aircraft operator address is the same as the registered owner address.",,,
"eADMS Data","aircraft","oper_addr_same",,"Y","Yes","char",1,0000000000000000e+00,"Operator Address Same as Owner","Indicate whether the aircraft operator address is the same as the registered owner address.",,,
"eADMS Data","aircraft","oper_cert","ct_oper_cert","AGR","Agriculture","char",4,0000000000000000e+00,"Certified for Part 133 or 137 Operation.","Indicate whether operator was certified for operations under 14 CFR 133 or 137.",,,
"eADMS Data","aircraft","oper_cert","ct_oper_cert","EXTL","External Load","char",4,0000000000000000e+00,"Certified for Part 133 or 137 Operation.","Indicate whether operator was certified for operations under 14 CFR 133 or 137.",,,
"eADMS Data","aircraft","oper_cert","ct_oper_cert","UNK","Unknown","char",4,0000000000000000e+00,"Certified for Part 133 or 137 Operation.","Indicate whether operator was certified for operations under 14 CFR 133 or 137.","The status if the operator's Part 133 or 137 operating certificate is not known.",,
"eADMS Data","aircraft","oper_cert_num",,,,"varchar",1,1000000000000000e+01,"Operator Certificate Number","If the aircraft operator holds a commercial operating certificate, an air taxi operating certificate, or an air carrier operating certificate, indicate the number of that certificate.",,"FieldNoLongerPopulated","Discontinued - With the implementation of eADMS in 2006, this field/variable will no longer be used. However, the data in this field pertaining to previously coded accidents will be retained."
